_id,type,created_at,country,school_id,fos,acquisition_channel,active,last_seen_at
973,professional,2024-06-30 11:45:45,FR,,,school_event,True,2024-10-12 11:45:45
974,student,2024-04-22 17:47:20,FR,2,engineering,ads,True,2024-08-19 17:47:20
975,student,2024-08-26 04:51:44,FR,2,data,organic,True,2024-12-19 04:51:44
976,student,2024-08-09 17:27:25,FR,2,marketing,organic,True,2024-10-18 17:27:25
977,student,2024-10-30 19:38:04,FR,2,engineering,Ads,True,2025-04-03 19:38:04
978,student,2024-09-09 01:42:53,FR,2,finance,organic,True,2025-03-05 01:42:53
979,professional,2024-02-22 18:42:58,FR,,,ads,True,2024-07-10 18:42:58
980,professional,2024-12-12 08:57:54,FR,,,organic,True,2025-02-27 08:57:54
981,professional,2024-01-27 10:35:04,FR,,,ads,True,2024-02-15 10:35:04
982,student,2024-06-17 09:54:20,FR,2,data,ads,False,2024-11-23 09:54:20
983,professional,2024-05-23 12:20:11,FR,,,ads,True,2024-07-31 12:20:11
984,professional,2024-02-28 19:24:52,FR,,,school_event,True,2024-05-13 19:24:52
985,student,2024-09-04 04:41:23,FR,5,finance,ads,True,2024-09-24 04:41:23
986,student,2024-09-15 09:08:01,FR,2,marketing,organic,True,2024-10-07 09:08:01
987,student,2024-06-04 20:44:36,FR,11,engineering,Ads,True,2024-07-06 20:44:36
988,professional,2024-11-30 23:08:57,FR,,,Ads,True,2025-01-01 23:08:57
989,student,2024-07-23 04:02:24,FR,2,data,ads,False,2025-01-30 04:02:24
990,professional,2024-12-12 07:50:38,FR,,,ads,True,2025-01-24 07:50:38
991,student,2024-01-01 16:10:26,FR,7,data,school_event,True,2024-07-03 16:10:26
992,professional,2024-10-30 22:55:36,FR,,,ads,True,2025-03-09 22:55:36
993,student,2024-11-09 17:28:45,FR,7,data,Ads,False,2025-05-09 17:28:45
994,student,2025-01-09 10:22:04,FR,12,data,organic,True,2025-04-01 10:22:04
995,student,2024-03-11 10:09:17,FR,2,marketing,organic,False,2024-07-11 10:09:17
996,student,2024-09-02 05:13:16,FR,5,finance,Ads,True,2024-12-14 05:13:16
997,student,2024-09-01 03:20:49,FR,12,data,organic,True,2025-02-14 03:20:49
998,student,2024-05-27 03:52:27,FR,11,finance,ads,True,2024-12-02 03:52:27
999,student,2024-07-19 05:41:06,FR,10,engineering,ads,True,2025-01-04 05:41:06
1000,professional,2024-12-14 23:41:40,FR,,,ads,False,2025-01-02 23:41:40
1001,professional,2024-02-03 06:07:14,FR,,,school_event,True,2024-07-24 06:07:14
1002,student,2024-12-22 00:38:34,FR,3,finance,Ads,True,2025-01-05 00:38:34
1003,student,2025-01-14 17:39:28,FR,2,data,school_event,True,2025-06-26 17:39:28
1004,professional,2024-04-11 09:23:59,FR,,,ads,True,2024-04-28 09:23:59
1005,student,2024-03-16 13:39:31,FR,7,engineering,Ads,True,2024-04-06 13:39:31
1006,student,2024-03-23 14:09:26,FR,11,data,school_event,True,2024-09-01 14:09:26
1007,professional,2024-06-06 09:30:16,FR,,,school_event,True,2024-12-16 09:30:16
1008,student,2024-09-07 20:10:38,FR,7,finance,organic,True,2024-11-05 20:10:38
1009,student,2024-05-14 17:17:54,FR,7,marketing,ads,True,2024-06-24 17:17:54
1010,student,2024-05-10 12:41:41,FR,5,marketing,Ads,True,2024-10-10 12:41:41
1011,professional,2024-03-18 15:32:08,FR,,,school_event,True,2024-03-27 15:32:08
1012,student,2024-03-03 16:46:42,FR,10,data,ads,True,2024-03-30 16:46:42
1013,student,2024-08-21 09:08:21,FR,2,engineering,Ads,True,2025-02-05 09:08:21
1014,professional,2024-12-15 20:25:16,FR,,,school_event,True,2025-02-02 20:25:16
1015,student,2024-01-30 05:18:36,FR,5,finance,school_event,True,2024-02-26 05:18:36
1016,student,2024-09-01 22:46:14,FR,7,engineering,ads,True,2024-10-25 22:46:14
1017,professional,2024-03-15 07:40:34,FR,,,organic,True,2024-08-05 07:40:34
1018,student,2024-12-26 13:36:48,FR,7,finance,organic,False,2025-01-28 13:36:48
1019,student,2025-01-03 11:41:46,FR,2,engineering,Ads,True,2025-01-19 11:41:46
1020,professional,2024-10-09 21:03:03,FR,,,organic,True,2024-12-17 21:03:03
1021,professional,2024-12-17 23:17:02,FR,,,ads,True,2025-01-04 23:17:02
1022,student,2024-05-16 14:46:57,FR,2,finance,ads,True,2024-06-19 14:46:57
1023,professional,2024-07-15 18:18:24,FR,,,organic,True,2025-01-27 18:18:24
1024,student,2024-09-06 23:12:27,FR,7,data,organic,True,2024-11-10 23:12:27
1025,student,2024-06-04 07:26:48,FR,5,engineering,Ads,False,2024-11-05 07:26:48
1026,student,2024-12-04 13:06:49,FR,7,finance,Ads,True,2025-04-04 13:06:49
1027,professional,2024-10-17 02:15:59,FR,,,Ads,True,2024-12-10 02:15:59
1028,student,2024-08-03 11:28:13,FR,2,marketing,Ads,False,2024-12-31 11:28:13
1029,professional,2024-04-16 00:34:20,FR,,,ads,True,2024-08-16 00:34:20
1030,student,2024-09-20 20:43:15,FR,7,marketing,Ads,True,2025-03-07 20:43:15
1031,student,2024-05-11 23:49:37,FR,7,finance,ads,True,2024-09-26 23:49:37
1032,student,2024-06-17 02:46:57,FR,1,engineering,school_event,True,2024-12-25 02:46:57
1033,student,2024-07-17 13:58:01,FR,5,marketing,school_event,True,2024-12-20 13:58:01
1034,student,2024-01-04 22:39:10,FR,2,engineering,ads,False,2024-05-08 22:39:10
1035,student,2025-01-26 15:16:25,FR,2,data,school_event,True,2025-06-02 15:16:25
1036,student,2024-03-17 02:50:15,FR,12,engineering,school_event,True,2024-08-11 02:50:15
1037,student,2024-11-11 19:54:37,FR,5,finance,Ads,True,2025-01-16 19:54:37
1038,student,2024-03-11 11:19:14,FR,10,data,school_event,True,2024-04-26 11:19:14
1039,student,2024-01-19 23:06:00,FR,2,engineering,school_event,True,2024-07-22 23:06:00
1040,student,2024-10-14 17:08:16,FR,7,engineering,ads,True,2024-11-06 17:08:16
1041,student,2024-09-07 13:49:12,FR,9,data,organic,True,2024-11-20 13:49:12
1042,student,2024-06-09 21:29:21,FR,7,data,organic,True,2024-06-28 21:29:21
1043,student,2024-10-09 17:16:30,FR,7,data,ads,True,2025-02-10 17:16:30
1044,student,2024-10-10 22:44:24,FR,7,marketing,Ads,True,2025-04-13 22:44:24
1045,professional,2024-06-08 00:07:09,FR,,,Ads,True,2024-08-13 00:07:09
1046,student,2025-01-06 15:45:52,FR,5,finance,Ads,True,2025-03-20 15:45:52
1047,student,2024-11-24 11:58:13,FR,11,marketing,ads,False,2025-02-25 11:58:13
1048,student,2025-01-24 11:42:26,FR,10,data,school_event,True,2025-07-21 11:42:26
1049,student,2024-08-29 00:12:08,FR,12,marketing,ads,True,2024-12-29 00:12:08
1050,professional,2024-10-30 10:50:58,FR,,,Ads,True,2024-11-23 10:50:58
1051,professional,2024-08-05 07:56:43,FR,,,Ads,True,2024-10-01 07:56:43
1052,student,2024-01-18 14:58:38,FR,2,marketing,school_event,True,2024-06-09 14:58:38
1053,student,2025-01-03 02:13:40,FR,9,marketing,school_event,True,2025-06-22 02:13:40
1054,professional,2024-05-26 20:20:46,FR,,,ads,False,2024-07-29 20:20:46
1055,student,2024-09-11 21:12:28,FR,11,marketing,organic,True,2025-03-05 21:12:28
1056,student,2024-12-11 20:10:44,FR,2,engineering,organic,True,2025-03-04 20:10:44
1057,professional,2024-07-27 22:53:25,FR,,,school_event,True,2024-10-13 22:53:25
1058,student,2024-02-06 18:05:20,FR,2,finance,organic,True,2024-03-24 18:05:20
1059,student,2024-05-04 21:20:26,FR,9,marketing,Ads,True,2024-11-06 21:20:26
1060,student,2024-04-29 05:09:50,FR,7,finance,Ads,True,2024-07-24 05:09:50
1061,student,2024-12-08 10:45:35,FR,11,marketing,organic,True,2025-05-05 10:45:35
1062,student,2024-09-02 04:15:35,FR,2,marketing,school_event,True,2024-10-18 04:15:35
1063,student,2024-04-04 08:44:17,FR,10,data,school_event,True,2024-05-16 08:44:17
1064,student,2024-09-03 17:17:41,FR,2,data,organic,True,2024-11-22 17:17:41
1065,student,2024-08-31 02:46:12,FR,2,finance,school_event,True,2024-10-03 02:46:12
1066,student,2024-02-01 03:09:44,FR,2,finance,ads,True,2024-05-18 03:09:44
1067,student,2024-06-20 03:53:51,FR,10,engineering,organic,False,2024-07-09 03:53:51
1068,student,2024-05-31 13:51:17,FR,7,finance,organic,True,2024-06-26 13:51:17
1069,student,2024-12-11 23:56:25,FR,7,data,school_event,True,2025-03-07 23:56:25
1070,student,2024-02-13 12:48:11,FR,5,marketing,school_event,True,2024-06-06 12:48:11
1071,student,2024-10-16 14:04:35,FR,11,data,organic,True,2025-01-07 14:04:35
1072,student,2024-03-09 00:57:24,FR,5,finance,school_event,True,2024-06-28 00:57:24
1073,student,2024-08-17 04:31:41,FR,10,engineering,school_event,True,2025-01-19 04:31:41
1074,student,2024-04-21 13:37:49,FR,7,finance,organic,True,2024-09-07 13:37:49
1075,student,2024-02-21 08:29:14,FR,5,engineering,ads,False,2024-08-07 08:29:14
1076,student,2024-11-17 23:06:04,FR,7,finance,school_event,True,2025-06-03 23:06:04
1077,student,2024-06-03 18:25:48,FR,5,finance,school_event,True,2024-10-11 18:25:48
1078,professional,2024-09-09 13:33:20,FR,,,organic,True,2025-03-22 13:33:20
1079,student,2024-01-21 20:20:02,FR,9,data,Ads,True,2024-07-07 20:20:02
1080,student,2025-01-02 00:48:21,FR,7,data,organic,True,2025-05-12 00:48:21
1081,student,2024-07-09 02:28:32,FR,2,data,organic,True,2024-07-31 02:28:32
1082,student,2024-10-07 23:41:09,FR,11,engineering,school_event,True,2025-03-21 23:41:09
1083,student,2024-04-02 21:12:05,FR,5,marketing,ads,True,2024-05-18 21:12:05
1084,student,2024-04-23 12:11:36,FR,7,marketing,school_event,True,2024-06-01 12:11:36
1085,student,2024-02-11 01:54:35,FR,11,marketing,organic,True,2024-05-17 01:54:35
1086,professional,2024-08-30 13:00:46,FR,,,ads,True,2025-02-11 13:00:46
1087,professional,2024-03-14 09:46:08,FR,,,Ads,True,2024-06-07 09:46:08
1088,student,2024-08-29 20:23:40,FR,7,marketing,ads,True,2024-12-02 20:23:40
1089,student,2024-01-11 00:25:47,FR,2,finance,organic,True,2024-05-19 00:25:47
1090,student,2024-05-06 15:05:00,FR,11,data,Ads,True,2024-07-06 15:05:00
1091,student,2024-03-29 12:29:38,FR,7,engineering,school_event,True,2024-05-02 12:29:38
1092,student,2024-01-14 11:58:31,FR,5,engineering,organic,True,2024-04-20 11:58:31
1093,professional,2024-12-09 06:19:10,FR,,,organic,True,2025-03-01 06:19:10
1094,professional,2024-04-02 02:48:22,FR,,,Ads,True,2024-10-01 02:48:22
1095,professional,2024-06-24 23:39:12,FR,,,organic,True,2024-08-01 23:39:12
1096,student,2024-11-25 22:56:25,FR,2,data,ads,False,2025-04-02 22:56:25
1097,student,2024-02-03 00:34:23,FR,10,finance,ads,False,2024-07-25 00:34:23
1098,student,2024-02-16 00:47:02,FR,7,engineering,ads,True,2024-03-03 00:47:02
1099,professional,2024-01-08 23:29:28,FR,,,ads,True,2024-06-15 23:29:28
1100,professional,2024-06-04 08:43:32,FR,,,Ads,True,2024-06-16 08:43:32
1101,professional,2024-08-21 10:39:25,FR,,,organic,True,2025-01-01 10:39:25
1102,student,2024-07-22 19:53:54,FR,7,data,ads,True,2025-02-07 19:53:54
1103,professional,2024-06-17 13:08:14,FR,,,Ads,True,2024-08-04 13:08:14
1104,student,2024-01-04 08:41:49,FR,11,data,Ads,True,2024-07-08 08:41:49
1105,student,2024-05-23 18:59:40,FR,10,engineering,ads,True,2024-08-26 18:59:40
1106,student,2024-11-25 09:38:42,FR,2,finance,Ads,True,2025-06-12 09:38:42
1107,student,2024-04-06 00:21:29,FR,5,engineering,ads,True,2024-08-15 00:21:29
1108,student,2024-08-28 21:45:56,FR,2,data,ads,True,2024-10-01 21:45:56
1109,student,2024-12-20 22:05:11,FR,9,marketing,school_event,True,2025-04-08 22:05:11
1110,professional,2024-11-28 09:47:01,FR,,,Ads,True,2025-04-03 09:47:01
1111,student,2024-10-12 09:36:14,FR,1,finance,ads,True,2025-02-19 09:36:14
1112,student,2024-11-03 20:52:04,FR,7,engineering,ads,True,2025-02-17 20:52:04
1113,student,2024-03-20 00:14:18,FR,9,finance,ads,True,2024-05-14 00:14:18
1114,professional,2024-11-10 00:29:37,FR,,,ads,True,2025-03-03 00:29:37
1115,student,2024-08-22 07:57:28,FR,11,marketing,school_event,True,2025-02-13 07:57:28
1116,student,2024-11-10 03:22:30,FR,5,engineering,organic,True,2025-03-11 03:22:30
1117,professional,2024-07-28 17:11:51,FR,,,school_event,True,2024-09-05 17:11:51
1118,professional,2024-02-11 01:14:25,FR,,,ads,True,2024-02-22 01:14:25
1119,student,2024-10-24 04:47:44,FR,10,marketing,Ads,True,2025-04-06 04:47:44
1120,professional,2024-02-29 10:23:06,FR,,,school_event,True,2024-04-25 10:23:06
1121,professional,2025-01-21 17:30:39,FR,,,school_event,True,2025-06-13 17:30:39
1122,professional,2024-01-14 17:23:59,FR,,,ads,True,2024-02-18 17:23:59
1123,student,2024-09-09 07:48:30,FR,2,engineering,ads,False,2025-02-03 07:48:30
1124,student,2024-08-28 09:09:36,FR,11,engineering,school_event,True,2025-03-04 09:09:36
1125,student,2024-03-25 23:01:41,FR,2,engineering,school_event,True,2024-05-09 23:01:41
1126,student,2024-10-30 23:56:30,FR,5,marketing,school_event,True,2025-02-08 23:56:30
1127,student,2024-09-26 23:59:35,FR,10,marketing,ads,False,2024-10-12 23:59:35
1128,professional,2024-10-11 14:22:45,FR,,,organic,True,2025-03-14 14:22:45
1129,professional,2024-09-16 01:28:57,FR,,,ads,True,2024-12-21 01:28:57
1130,student,2024-02-13 20:17:24,FR,2,finance,Ads,True,2024-05-07 20:17:24
1131,student,2024-02-20 21:00:46,FR,2,marketing,ads,True,2024-03-01 21:00:46
1132,student,2024-01-30 00:46:09,FR,8,engineering,school_event,True,2024-05-21 00:46:09
1133,professional,2024-12-30 19:50:26,FR,,,ads,True,2025-04-10 19:50:26
1134,student,2024-09-01 10:22:11,FR,8,engineering,ads,True,2024-10-28 10:22:11
1135,professional,2025-01-25 12:17:04,FR,,,organic,True,2025-04-16 12:17:04
1136,student,2024-12-04 15:27:49,FR,7,finance,school_event,True,2024-12-28 15:27:49
1137,student,2024-06-15 06:44:32,FR,7,marketing,organic,False,2024-11-13 06:44:32
1138,student,2024-06-24 10:49:11,FR,7,data,ads,True,2024-09-06 10:49:11
1139,professional,2025-01-04 03:38:40,FR,,,school_event,True,2025-01-28 03:38:40
1140,student,2024-09-07 10:50:10,FR,2,marketing,school_event,True,2024-12-01 10:50:10
1141,professional,2024-11-08 11:26:00,FR,,,organic,True,2025-03-09 11:26:00
1142,student,2024-05-20 06:38:37,FR,5,data,Ads,True,2024-07-18 06:38:37
1143,student,2024-12-28 23:00:57,FR,2,marketing,school_event,True,2025-07-07 23:00:57
1144,student,2024-06-04 20:21:01,FR,11,marketing,school_event,True,2024-07-17 20:21:01
1145,student,2024-09-03 05:32:39,FR,7,engineering,organic,True,2024-09-24 05:32:39
1146,student,2024-11-16 08:24:31,FR,6,marketing,organic,True,2025-01-25 08:24:31
1147,student,2024-07-14 09:46:44,FR,7,finance,ads,True,2024-07-26 09:46:44
1148,professional,2024-09-12 04:53:44,FR,,,school_event,True,2025-01-06 04:53:44
1149,student,2024-01-29 17:47:58,FR,11,finance,Ads,True,2024-02-10 17:47:58
1150,professional,2024-08-20 18:02:42,FR,,,Ads,True,2024-09-04 18:02:42
1151,student,2025-01-12 08:45:02,FR,2,data,ads,True,2025-02-07 08:45:02
1152,professional,2024-08-21 10:44:03,FR,,,school_event,True,2025-02-13 10:44:03
1153,student,2024-03-11 03:25:52,FR,7,engineering,Ads,True,2024-08-09 03:25:52
1154,student,2024-04-03 16:56:28,FR,7,marketing,school_event,True,2024-06-07 16:56:28
1155,student,2024-09-10 10:23:31,FR,7,engineering,Ads,True,2024-11-09 10:23:31
1156,professional,2024-05-16 01:06:43,FR,,,Ads,True,2024-09-10 01:06:43
1157,student,2024-02-13 10:31:30,FR,1,engineering,organic,True,2024-03-17 10:31:30
1158,professional,2024-11-25 03:51:22,FR,,,school_event,True,2025-02-09 03:51:22
1159,student,2024-04-22 13:20:48,FR,11,marketing,school_event,True,2024-07-14 13:20:48
1160,professional,2024-01-28 00:53:41,FR,,,ads,True,2024-07-22 00:53:41
1161,professional,2024-10-25 19:08:43,FR,,,organic,True,2025-04-27 19:08:43
1162,student,2024-04-04 19:14:49,FR,11,finance,school_event,True,2024-07-18 19:14:49
1163,student,2024-07-26 11:29:35,FR,7,data,Ads,True,2024-09-10 11:29:35
1164,student,2024-09-06 08:44:41,FR,7,data,organic,True,2025-01-14 08:44:41
1165,student,2024-11-16 18:09:24,FR,11,marketing,school_event,True,2024-12-16 18:09:24
1166,student,2024-08-06 16:50:05,FR,7,data,organic,True,2025-02-13 16:50:05
1167,student,2024-09-03 19:24:12,FR,2,data,ads,True,2024-10-25 19:24:12
1168,student,2024-04-15 16:56:34,FR,7,data,school_event,True,2024-07-07 16:56:34
1169,professional,2024-03-04 20:54:59,FR,,,ads,True,2024-07-19 20:54:59
1170,student,2024-04-11 01:06:30,FR,7,engineering,organic,True,2024-10-21 01:06:30
1171,professional,2024-05-14 17:53:00,FR,,,organic,True,2024-07-08 17:53:00
1172,professional,2024-10-12 12:33:09,FR,,,Ads,True,2025-01-21 12:33:09
1173,student,2024-06-23 08:44:36,FR,7,data,ads,True,2024-12-10 08:44:36
1174,student,2024-06-26 15:24:43,FR,9,data,school_event,True,2024-12-27 15:24:43
1175,student,2024-02-08 16:01:18,FR,11,engineering,school_event,True,2024-03-22 16:01:18
1176,professional,2024-10-12 18:31:43,FR,,,Ads,True,2024-11-16 18:31:43
1177,professional,2024-12-03 23:56:48,FR,,,school_event,True,2025-04-13 23:56:48
1178,professional,2024-06-06 18:54:14,FR,,,Ads,True,2024-08-18 18:54:14
1179,professional,2025-01-18 19:57:43,FR,,,school_event,True,2025-03-16 19:57:43
1180,student,2024-08-13 18:53:30,FR,11,engineering,Ads,True,2024-09-24 18:53:30
1181,professional,2024-07-29 08:17:44,FR,,,school_event,True,2024-11-05 08:17:44
1182,student,2024-12-21 20:47:53,FR,7,data,ads,True,2025-03-18 20:47:53
1183,student,2024-11-04 18:57:25,FR,2,finance,school_event,True,2025-05-16 18:57:25
1184,student,2024-02-26 17:51:19,FR,12,data,ads,False,2024-05-01 17:51:19
1185,student,2024-10-02 04:39:43,FR,11,data,ads,True,2025-03-14 04:39:43
1186,student,2024-11-02 13:40:54,FR,2,marketing,Ads,True,2025-03-30 13:40:54
1187,professional,2024-05-19 07:44:26,FR,,,organic,True,2024-09-27 07:44:26
1188,student,2024-12-29 13:44:03,FR,11,finance,ads,True,2025-05-18 13:44:03
1189,student,2024-07-24 06:19:11,FR,11,marketing,ads,True,2024-12-03 06:19:11
1190,student,2024-08-17 06:13:54,FR,7,engineering,organic,True,2024-10-28 06:13:54
1191,student,2024-08-08 20:48:15,FR,7,marketing,school_event,True,2024-11-01 20:48:15
1192,student,2025-01-16 14:01:32,FR,5,finance,school_event,False,2025-02-28 14:01:32
1193,professional,2024-05-22 06:00:06,FR,,,ads,True,2024-07-07 06:00:06
1194,student,2024-12-04 23:38:32,FR,2,data,school_event,False,2025-03-10 23:38:32
1195,student,2025-01-11 20:46:28,FR,5,engineering,school_event,True,2025-07-19 20:46:28
1196,student,2024-04-06 01:04:55,FR,10,marketing,ads,True,2024-06-22 01:04:55
1197,professional,2024-05-10 17:14:46,FR,,,organic,True,2024-10-31 17:14:46
1198,student,2024-01-04 04:54:32,FR,1,finance,school_event,True,2024-03-12 04:54:32
1199,student,2024-03-14 05:58:36,FR,5,marketing,ads,True,2024-09-09 05:58:36
1200,professional,2024-10-17 03:37:53,FR,,,ads,True,2024-11-30 03:37:53
1201,professional,2024-12-23 11:22:05,FR,,,school_event,True,2025-03-06 11:22:05
1202,student,2024-01-05 12:13:11,FR,5,marketing,ads,True,2024-05-04 12:13:11
1203,professional,2024-04-10 10:42:11,FR,,,Ads,True,2024-09-26 10:42:11
1204,professional,2024-02-13 03:14:52,FR,,,ads,True,2024-07-21 03:14:52
1205,student,2024-11-05 19:15:40,FR,7,marketing,Ads,True,2025-02-20 19:15:40
1206,professional,2024-06-10 17:33:11,FR,,,Ads,True,2024-09-26 17:33:11
1207,professional,2024-04-29 17:16:42,FR,,,ads,True,2024-08-22 17:16:42
1208,student,2024-09-16 20:42:26,FR,11,finance,organic,True,2024-12-24 20:42:26
1209,student,2025-01-15 07:14:05,FR,5,engineering,school_event,True,2025-06-13 07:14:05
1210,student,2024-03-11 01:51:59,FR,5,engineering,organic,True,2024-07-05 01:51:59
1211,student,2024-03-13 04:39:58,FR,9,data,organic,True,2024-09-07 04:39:58
1212,professional,2024-04-30 10:42:31,FR,,,school_event,True,2024-10-17 10:42:31
1213,student,2024-08-27 19:05:49,FR,7,engineering,ads,True,2025-01-01 19:05:49
1214,professional,2024-04-09 06:10:24,FR,,,organic,True,2024-08-25 06:10:24
1215,student,2024-02-07 01:43:10,FR,2,data,ads,True,2024-06-21 01:43:10
1216,student,2024-03-14 09:18:58,FR,7,engineering,organic,True,2024-08-15 09:18:58
1217,professional,2025-01-26 00:53:13,FR,,,ads,True,2025-07-19 00:53:13
1218,student,2024-05-21 12:36:20,FR,2,engineering,ads,False,2024-11-22 12:36:20
1219,professional,2024-12-19 09:46:48,FR,,,school_event,True,2025-03-01 09:46:48
1220,professional,2024-05-25 09:30:24,FR,,,Ads,True,2024-12-07 09:30:24
1221,student,2024-07-23 10:01:54,FR,2,engineering,ads,False,2024-08-26 10:01:54
1222,professional,2025-01-05 14:09:32,FR,,,school_event,True,2025-06-27 14:09:32
1223,student,2025-01-13 01:09:53,FR,7,marketing,organic,True,2025-07-13 01:09:53
1224,student,2024-08-25 01:55:44,FR,7,finance,Ads,False,2024-09-27 01:55:44
1225,student,2024-05-26 04:41:44,FR,11,data,Ads,True,2024-07-07 04:41:44
1226,student,2024-12-04 11:41:09,FR,5,finance,ads,True,2025-04-06 11:41:09
1227,professional,2024-11-23 16:23:55,FR,,,ads,True,2025-01-06 16:23:55
1228,student,2024-12-11 20:21:31,FR,7,engineering,school_event,False,2025-04-10 20:21:31
1229,student,2024-06-05 09:13:12,FR,7,marketing,school_event,False,2024-06-12 09:13:12
1230,professional,2024-12-01 09:06:38,FR,,,school_event,True,2025-06-12 09:06:38
1231,student,2024-08-14 20:25:48,FR,1,engineering,school_event,True,2025-01-17 20:25:48
1232,student,2025-01-13 23:08:35,FR,7,finance,ads,True,2025-05-06 23:08:35
1233,student,2024-02-19 07:55:22,FR,2,marketing,school_event,True,2024-03-24 07:55:22
1234,student,2024-09-19 08:09:05,FR,11,engineering,ads,True,2025-03-28 08:09:05
1235,professional,2024-09-17 01:46:47,FR,,,Ads,True,2025-02-19 01:46:47
1236,student,2024-09-11 10:16:12,FR,2,engineering,Ads,True,2025-03-20 10:16:12
1237,student,2024-11-19 18:51:13,FR,7,marketing,school_event,True,2025-01-04 18:51:13
1238,student,2024-08-09 09:23:02,FR,2,engineering,Ads,True,2024-09-23 09:23:02
1239,student,2024-03-19 08:58:54,FR,12,engineering,school_event,True,2024-05-16 08:58:54
1240,student,2024-01-15 01:58:43,FR,7,marketing,organic,True,2024-02-29 01:58:43
1241,professional,2025-01-26 01:31:37,FR,,,ads,True,2025-04-27 01:31:37
1242,student,2024-06-25 01:48:45,FR,7,data,Ads,True,2024-09-25 01:48:45
1243,student,2024-02-06 06:06:37,FR,2,marketing,Ads,True,2024-06-21 06:06:37
1244,student,2024-03-21 21:20:52,FR,9,data,school_event,True,2024-10-05 21:20:52
1245,professional,2024-03-23 05:58:02,FR,,,ads,True,2024-04-07 05:58:02
1246,student,2024-05-09 17:58:07,FR,2,data,Ads,True,2024-06-23 17:58:07
1247,student,2024-12-08 22:29:25,FR,11,engineering,ads,True,2025-03-16 22:29:25
1248,professional,2024-04-17 00:15:53,FR,,,ads,True,2024-08-12 00:15:53
1249,student,2024-01-06 02:48:04,FR,2,finance,school_event,True,2024-05-19 02:48:04
1250,professional,2024-08-05 14:53:26,FR,,,school_event,True,2025-01-27 14:53:26
1251,professional,2024-11-23 13:28:18,FR,,,Ads,True,2025-03-17 13:28:18
1252,student,2024-11-13 22:04:43,FR,2,engineering,organic,True,2025-03-11 22:04:43
1253,professional,2024-01-08 17:27:26,FR,,,ads,False,2024-04-02 17:27:26
1254,student,2024-05-07 15:14:02,FR,1,engineering,ads,True,2024-05-21 15:14:02
1255,student,2024-04-27 05:57:03,FR,7,data,organic,True,2024-10-23 05:57:03
1256,student,2024-09-03 08:59:32,FR,7,marketing,ads,True,2025-01-21 08:59:32
1257,student,2024-04-24 01:42:09,FR,2,engineering,school_event,True,2024-09-15 01:42:09
1258,student,2024-12-09 10:09:29,FR,10,marketing,school_event,True,2025-03-01 10:09:29
1259,professional,2024-09-10 19:24:00,FR,,,Ads,True,2025-01-31 19:24:00
1260,professional,2024-03-13 02:16:55,FR,,,organic,True,2024-09-27 02:16:55
1261,student,2024-01-19 04:36:46,FR,7,data,organic,True,2024-04-10 04:36:46
1262,student,2025-01-27 11:00:03,FR,7,data,ads,True,2025-04-08 11:00:03
1263,student,2024-10-02 07:51:43,FR,7,data,ads,True,2024-11-07 07:51:43
1264,student,2024-01-05 01:11:05,FR,6,engineering,organic,True,2024-07-18 01:11:05
1265,student,2024-06-30 15:03:15,FR,7,marketing,organic,True,2025-01-04 15:03:15
1266,student,2024-04-18 17:15:27,FR,2,engineering,Ads,True,2024-09-02 17:15:27
1267,student,2024-10-07 14:30:53,FR,2,engineering,ads,True,2025-01-28 14:30:53
1268,student,2024-03-04 15:36:21,FR,11,data,ads,True,2024-04-11 15:36:21
1269,student,2024-12-12 13:06:05,FR,11,data,organic,True,2025-03-30 13:06:05
1270,student,2024-11-02 15:16:43,FR,5,marketing,school_event,True,2025-02-27 15:16:43
1271,student,2025-01-15 05:42:24,FR,3,engineering,Ads,True,2025-02-21 05:42:24
1272,student,2024-12-21 12:23:06,FR,7,finance,ads,True,2025-04-21 12:23:06
1273,student,2024-05-01 19:42:13,FR,7,marketing,ads,True,2024-08-18 19:42:13
1274,professional,2024-10-14 01:34:54,FR,,,organic,False,2024-11-27 01:34:54
1275,professional,2024-09-04 20:12:22,FR,,,organic,True,2024-09-16 20:12:22
1276,student,2024-04-20 09:40:40,FR,1,engineering,ads,True,2024-07-12 09:40:40
1277,student,2024-06-16 10:43:46,FR,2,finance,school_event,False,2024-11-08 10:43:46
1278,professional,2024-02-04 16:56:30,FR,,,school_event,True,2024-04-28 16:56:30
1279,student,2024-09-13 09:28:54,FR,8,engineering,Ads,True,2025-01-25 09:28:54
1280,student,2024-12-15 11:17:30,FR,7,engineering,Ads,True,2025-03-13 11:17:30
1281,professional,2024-11-14 04:01:31,FR,,,school_event,True,2025-02-28 04:01:31
1282,professional,2024-02-05 14:08:28,FR,,,school_event,True,2024-07-24 14:08:28
1283,professional,2024-05-08 15:16:59,FR,,,ads,True,2024-11-10 15:16:59
1284,professional,2024-04-06 03:27:23,FR,,,ads,True,2024-09-16 03:27:23
1285,student,2024-02-11 01:38:59,FR,1,finance,school_event,True,2024-02-20 01:38:59
1286,professional,2024-05-19 14:39:35,FR,,,ads,True,2024-07-15 14:39:35
1287,professional,2024-12-11 01:02:15,FR,,,ads,True,2025-05-20 01:02:15
1288,professional,2024-02-04 22:33:21,FR,,,school_event,True,2024-02-14 22:33:21
1289,professional,2024-05-20 04:54:47,FR,,,school_event,False,2024-10-07 04:54:47
